Kommune;Stopnr;Linje;Retn.;Stopnavn;På_201902;Af_201902;På_201903;Af_201903;På_202002;Af_202002;På_202003;Af_202003
Herlev;20;168;1;Hyrdindestien;11;15;1;22;7;49;1;14
Herlev;20;5C;1;Hyrdindestien;189;21;177;19;240;21;132;11
Lyngby-Taarbæk;200;191;2;Kongestien;13;8;5;15;19;8;26;0
København;2000;2A;1;Tingbjerg, Gavlhusvej;578;6;435;3;475;5;349;1
København;2000;2A;2;Tingbjerg, Gavlhusvej;4;548;10;509;8;478;3;346
København;2001;132;2;Fuglegavl;36;0;41;3;62;2;63;2
København;2001;2A;1;Fuglegavl;532;4;456;8;483;14;300;8
København;2002;132;2;Arkaderne;25;0;36;2;44;0;33;3
København;2002;2A;1;Arkaderne;340;21;290;11;285;19;171;10
København;2003;132;2;Tingbjerg Kirke;67;7;47;6;68;6;39;8
København;2003;2A;1;Tingbjerg Kirke;499;89;431;70;420;64;278;44
København;2004;132;2;Tingbjerg Skole;43;2;83;4;44;6;36;2
København;2004;2A;1;Tingbjerg Skole;373;35;334;31;316;27;199;19
København;2005;132;2;Terrasserne;47;2;54;2;55;9;44;5
København;2005;2A;1;Terrasserne;470;36;419;24;454;58;257;32
København;2006;132;2;Energicenter Voldparken;4;0;11;0;7;1;8;2
København;2006;2A;1;Energicenter Voldparken;135;35;142;18;149;23;80;21
København;2007;2A;1;Husumvold Kirke;101;63;73;44;86;53;43;40
København;2008;350S;1;Veksøvej;445;230;552;214;236;136;121;78
København;2008;5C;1;Veksøvej;605;268;647;280;762;288;446;194
København;2009;2A;1;Astrupvej;323;141;362;82;268;104;131;83
København;2009;5C;1;Astrupvej;319;169;378;195;399;203;238;127
Lyngby-Taarbæk;201;191;2;Gl. Kaplevej;7;8;6;6;2;22;2;2
København;2010;350S;1;Brønshøj Torv;393;279;429;311;191;221;70;65
København;2010;5C;1;Brønshøj Torv;559;330;689;345;755;368;409;230
København;2012;5C;1;Hyrdevangen;846;295;941;372;905;306;466;202
#I/T;2015;350S;1;Kronprinsessegade;159;422;172;477;;;;
#I/T;2018;350S;2;Kronprinsessegade;383;169;417;196;;;;
Lyngby-Taarbæk;202;191;2;Løvgårdsvej;7;7;6;8;6;5;2;2
København;2020;5C;2;Hyrdevangen;273;792;265;862;298;813;177;512
København;2022;350S;2;Brønshøj Torv;283;496;279;520;172;242;81;102
København;2022;5C;2;Brønshøj Torv;350;617;363;608;459;717;252;431
København;2023;2A;2;Astrupvej;499;418;506;459;410;382;315;210
København;2023;5C;2;Astrupvej;211;743;278;725;268;830;182;530
København;2024;2A;2;Veksøvej;496;347;445;431;376;277;250;149
København;2024;350S;2;Veksøvej;201;467;187;519;130;230;71;109
København;2024;5C;2;Veksøvej;179;343;214;347;192;461;131;271
København;2025;2A;2;Husumvold Kirke;71;98;42;121;73;79;49;41
København;2026;132;1;Energicenter Voldparken;4;4;5;5;3;3;8;6
København;2026;2A;2;Energicenter Voldparken;26;127;54;118;23;142;16;76
København;2027;132;1;Terrasserne;7;40;14;55;19;50;21;38
København;2027;2A;2;Terrasserne;35;597;35;570;83;607;71;375
København;2028;132;1;Tingbjerg Skole;3;30;1;28;4;22;4;22
København;2028;2A;2;Tingbjerg Skole;24;303;26;299;21;291;11;166
København;2029;132;1;Tingbjerg Kirke;4;7;1;1;2;9;2;6
København;2029;2A;2;Tingbjerg Kirke;20;101;0;16;8;62;11;66
Lyngby-Taarbæk;203;191;2;Abildgaardsvej;12;4;8;5;11;5;0;2
København;2030;132;1;Arkaderne;16;57;33;94;8;53;10;43
København;2030;2A;2;Arkaderne;72;749;49;883;53;662;45;390
København;2031;132;1;Fuglegavl;0;42;9;65;2;49;4;52
København;2031;2A;2;Fuglegavl;13;535;0;569;14;544;6;378
Gribskov;2035;380R;1;Helsinge st.;167;0;186;0;177;0;106;0
Gribskov;2035;380R;2;Helsinge st.;4;181;0;130;0;100;0;124
Gentofte;2037;1A;1;Strandhøjsvej;2;6;0;6;;;;
Gentofte;2037;23;1;Strandhøjsvej;;;;;0;4;2;4
Gentofte;2038;1A;2;Strandhøjsvej;1;0;1;1;;;;
Gentofte;2038;23;2;Strandhøjsvej;;;;;3;0;2;0
Lyngby-Taarbæk;204;191;2;Buskevej;1;1;0;0;0;0;0;0
København;2042;2A;1;Skt. Annæ Gade;;;;;65;186;34;118
København;2042;9A;1;Skt. Annæ Gade;54;168;74;183;;;;
København;2043;2A;1;Bodenhoffs Plads;;;;;82;739;43;409
København;2043;9A;1;Bodenhoffs Plads;62;633;73;655;;;;
København;2044;2A;2;Bodenhoffs Plads;;;;;788;86;460;42
København;2044;9A;2;Bodenhoffs Plads;693;58;670;73;;;;
København;2046;2A;2;Skt. Annæ Gade;;;;;237;192;108;70
København;2046;9A;2;Skt. Annæ Gade;141;99;236;128;;;;
Gribskov;2047;361;1;Helsinge st.;0;48;0;70;0;60;0;56
Gribskov;2047;361;2;Helsinge st.;38;0;45;0;23;1;28;0
Gribskov;2047;390R;1;Helsinge st.;0;203;0;190;1;213;0;126
Gribskov;2047;390R;2;Helsinge st.;246;1;286;2;287;1;168;1
#I/T;2049;26;1;Østerport st.;58;86;53;119;;;;
Lyngby-Taarbæk;205;191;2;Hummeltoften;0;0;0;2;0;0;0;2
København;2050;26;1;Søndre Frihavn;1;90;9;104;;;;
København;2050;27;1;Søndre Frihavn;4;3;20;7;6;46;6;21
Helsingør;2051;802;1;Kristinehøjvej;81;25;66;25;71;25;39;15
Helsingør;2052;802;1;Olaf Rudes Vej;22;6;16;7;12;5;4;6
Køge;2055;408;1;Borup st.;0;30;0;46;;;;
Køge;2055;408;2;Borup st.;26;0;38;0;;;;
København;2056;10;1;Dybbølsbro st.;;;;;274;13;199;15
København;2056;1A;2;Dybbølsbro st.;491;489;481;564;;;;
København;2057;10;1;Enghavevej;;;;;27;23;3;15
København;2057;1A;2;Enghavevej;142;179;140;199;;;;
Gladsaxe;206;165;1;Værebroparken;141;17;125;15;100;14;76;11
Gladsaxe;206;165;2;Værebroparken;27;262;46;249;18;121;14;128
Frederikssund;2060;230R;1;Færgegård;6;7;9;4;0;2;1;2
Frederikssund;2060;316;1;Færgegård;1;0;0;2;0;0;0;0
Frederikssund;2061;230R;1;Over Dråby;10;43;9;41;12;40;3;17
Frederikssund;2061;317;1;Over Dråby;0;0;0;0;0;0;0;0
Frederikssund;2061;317;2;Over Dråby;0;0;2;0;0;0;0;0
Frederikssund;2062;230R;1;Holmegårdsvej;0;1;0;2;1;3;0;2
Frederikssund;2062;317;1;Holmegårdsvej;0;0;0;0;0;0;0;0
Frederikssund;2063;230R;1;Onsved Huse;0;0;0;0;2;1;0;0
Frederikssund;2064;230R;1;Krogstrup Kirke;4;6;6;7;12;4;5;3
Frederikssund;2064;318;2;Krogstrup Kirke;0;0;0;0;;;;
Frederikssund;2064;65E;2;Krogstrup Kirke;2;1;2;4;0;8;1;8
Frederikssund;2065;230R;1;Bonderup Old;2;1;1;2;1;0;0;0
Frederikssund;2065;318;2;Bonderup Old;0;0;0;0;;;;
Lejre;2066;230R;1;Biltris, Elverdamsvej;25;6;24;6;23;16;4;2
Lejre;2068;207;2;Gevninge, Forsamlingshus;7;11;4;10;5;14;2;9
Lejre;2068;226;2;Gevninge, Forsamlingshus;0;16;0;8;3;1;0;7
Lejre;2068;230R;2;Gevninge, Forsamlingshus;16;51;12;58;6;62;7;33
Lejre;2068;231;2;Gevninge, Forsamlingshus;0;7;3;8;2;6;2;5
Lejre;2068;93N;2;Gevninge, Forsamlingshus;;;;;;;0;0
Gladsaxe;207;165;1;Granvej;5;10;3;11;3;13;2;7
Gladsaxe;207;166;1;Granvej;;;;;7;7;5;6
Gladsaxe;207;250S;1;Granvej;;;;;9;41;4;29
Gladsaxe;207;400;2;Granvej;0;1;1;1;0;1;1;0
Gladsaxe;207;400S;2;Granvej;35;40;32;34;27;34;22;13
Gladsaxe;207;68;2;Granvej;10;4;16;4;;;;
København;2072;132;2;Bystævnet;22;20;22;27;22;18;16;11
København;2072;22;2;Bystævnet;5;3;2;2;1;2;1;2
København;2073;132;2;Husum Torv;50;60;66;79;55;125;43;106
København;2073;22;1;Husum Torv;0;0;0;0;0;0;0;0
København;2075;22;1;Korsager Allé;50;7;38;10;38;9;28;8
København;2076;22;1;Kildebrøndevej;54;12;81;5;54;28;27;19
København;2077;22;1;Veksøvej;25;29;40;42;36;22;20;4
København;2078;22;1;Bjernedevej;29;10;33;6;28;9;5;6
København;2079;12;2;Slotsherrensvej;20;11;26;15;16;5;17;4
København;2079;22;1;Slotsherrensvej;69;32;69;34;65;34;41;29
Gladsaxe;208;165;1;Grushøj;2;1;3;0;5;4;8;3
København;2080;12;2;Kirkebjerg Allé;14;4;20;6;19;11;11;3
København;2080;22;1;Kirkebjerg Allé;45;26;57;23;47;17;29;16
København;2082;142;1;Klitmøllervej;20;3;14;3;10;5;7;3
København;2082;31;1;Klitmøllervej;12;0;21;9;35;5;27;6
København;2083;10;2;Jydeholmen;67;83;73;103;54;105;31;61
København;2083;22;1;Jydeholmen;29;77;30;81;29;66;23;45
København;2084;10;2;Hyltebjerg Allé;44;123;50;123;54;172;31;75
København;2084;22;1;Hyltebjerg Allé;26;92;46;106;31;93;20;59
København;2085;10;2;Åbjergvej;35;110;43;120;48;128;20;55
København;2085;22;1;Åbjergvej;40;58;24;63;22;52;17;31
København;2086;10;2;Peter Bangs Vej;29;29;30;21;30;23;8;6
København;2086;21;1;Peter Bangs Vej;18;63;15;65;19;61;16;38
København;2086;22;1;Peter Bangs Vej;12;12;17;8;14;8;6;2
København;2086;26;1;Peter Bangs Vej;;;;;28;22;22;14
København;2088;21;1;Peter Bangs Vej;11;32;10;24;10;60;7;26
København;2088;22;1;Peter Bangs Vej;6;3;13;9;13;7;6;7
København;2088;6A;2;Peter Bangs Vej;29;101;36;71;;;;
København;2088;7A;2;Peter Bangs Vej;;;;;42;62;28;49
København;2088;93N;2;Peter Bangs Vej;0;0;0;1;0;0;0;0
København;2089;21;1;Damhustorvet;9;137;10;133;8;143;4;99
Rødovre;2090;132;2;Damhustorvet;14;13;31;11;30;17;38;16
Rødovre;2090;22;1;Damhustorvet;17;17;49;17;14;15;9;18
Rødovre;2091;132;2;Randrupvej;0;20;7;10;34;9;4;4
Rødovre;2091;22;1;Randrupvej;1;9;10;8;5;11;3;5
Hvidovre;2092;132;1;Hvidovre st.;68;224;95;206;81;216;44;144
Hvidovre;2092;22;2;Hvidovre st.;69;99;64;128;58;138;37;117
Hvidovre;2093;132;2;Holmelundsvej;70;14;97;15;78;11;25;5
Hvidovre;2093;22;1;Holmelundsvej;25;4;17;8;25;13;15;4
Hvidovre;2094;132;2;Åstrupgårdsvej;53;39;46;33;38;63;22;32
Hvidovre;2094;22;1;Åstrupgårdsvej;13;26;22;38;18;36;9;22
Hvidovre;2095;132;2;Hvidovre Butikstorv;138;84;176;144;143;109;97;65
Hvidovre;2095;22;1;Hvidovre Butikstorv;64;91;67;101;44;98;33;77
Hvidovre;2096;132;2;Rosenhøj;36;56;40;59;44;101;28;43
Hvidovre;2096;1A;2;Rosenhøj;87;160;82;165;91;140;49;60
Hvidovre;2096;22;1;Rosenhøj;29;48;32;42;23;45;11;25
Herlev;21;155;1;Elverhøjen;0;2;0;3;0;1;2;1
Herlev;21;155;2;Elverhøjen;1;15;0;11;0;11;1;10
Herlev;21;161;1;Elverhøjen;18;12;10;8;;;;
Herlev;21;161;2;Elverhøjen;1;7;3;14;1;34;2;22
Herlev;21;165;2;Elverhøjen;3;69;4;82;1;39;1;46
Herlev;21;167;1;Elverhøjen;3;102;6;83;2;85;2;50
Herlev;21;168;1;Elverhøjen;8;74;2;90;5;110;1;47
Herlev;21;350S;2;Elverhøjen;2;177;4;191;;;;
Gladsaxe;210;165;1;Smørmosevej;4;11;8;4;10;4;5;5
Hvidovre;2101;132;1;Rosenhøj;56;66;61;63;76;35;48;33
Hvidovre;2101;1A;1;Rosenhøj;205;93;212;115;151;78;106;50
Hvidovre;2101;22;2;Rosenhøj;43;13;25;11;29;12;37;6
Hvidovre;2102;132;1;Hvidovre Butikstorv;83;119;93;126;115;118;79;91
Hvidovre;2102;22;2;Hvidovre Butikstorv;52;34;83;12;74;31;66;29
Hvidovre;2103;132;1;Åstrupgårdsvej;43;47;39;64;40;37;17;29
Hvidovre;2103;22;2;Åstrupgårdsvej;33;13;52;16;28;11;22;9
Hvidovre;2104;132;1;Holmelundsvej;2;87;5;135;10;102;7;73
Hvidovre;2104;22;2;Holmelundsvej;8;46;6;39;5;37;4;33
Rødovre;2105;132;1;Randrupvej;9;12;2;19;7;14;3;13
Rødovre;2105;21;2;Randrupvej;27;2;33;5;31;3;28;3
Rødovre;2105;22;2;Randrupvej;3;8;9;2;12;3;4;3
København;2106;13;1;Damhustorvet;50;24;41;14;;;;
København;2106;21;2;Damhustorvet;111;18;128;24;146;45;71;11
København;2106;22;2;Damhustorvet;19;48;25;37;17;28;18;22
København;2106;6A;1;Damhustorvet;213;68;158;39;;;;
København;2106;7A;1;Damhustorvet;;;;;172;56;114;35
København;2106;93N;1;Damhustorvet;0;0;0;0;0;0;0;1
København;2107;21;2;Peter Bangs Vej;35;14;48;12;56;8;32;4
København;2107;22;2;Peter Bangs Vej;22;15;10;9;17;12;5;11
København;2107;6A;1;Peter Bangs Vej;137;43;79;33;;;;
København;2107;7A;1;Peter Bangs Vej;;;;;86;36;52;23
København;2107;93N;1;Peter Bangs Vej;0;0;0;0;0;0;0;0
København;2109;10;1;Peter Bangs Vej;17;33;17;35;15;24;6;15
København;2109;22;2;Peter Bangs Vej;11;12;15;8;10;9;8;8
Gladsaxe;211;165;1;Vibevænget;6;14;8;13;4;9;2;3
København;2110;10;1;Åbjergvej;95;39;75;52;82;43;66;21
København;2110;22;2;Åbjergvej;48;14;60;6;55;15;43;8
København;2111;10;1;Hyltebjerg Allé;102;48;115;77;115;47;80;25
København;2111;22;2;Hyltebjerg Allé;67;21;71;29;77;22;58;18
København;2112;142;2;Vanløse, Jydeholmen;8;51;13;25;16;18;14;13
København;2112;31;2;Vanløse, Jydeholmen;18;98;6;67;9;118;2;84
København;2113;142;2;Klitmøllervej;13;16;5;14;6;10;2;7
København;2113;31;2;Klitmøllervej;2;13;11;22;5;35;2;20
København;2114;12;1;Jyllingevej;65;131;59;136;29;88;14;71
København;2114;22;2;Jyllingevej;29;23;97;17;37;17;25;20
København;2115;12;1;Kirkebjerg Allé;3;18;5;24;2;25;1;12
København;2115;22;2;Kirkebjerg Allé;29;72;28;71;17;55;10;43
København;2116;22;2;Slotsherrensvej;35;54;43;66;25;73;19;42
København;2117;22;2;Bjernedevej;7;19;4;24;5;28;3;6
København;2118;22;2;Veksøvej;13;37;4;27;3;35;9;21
København;2119;22;2;Kildebrøndevej;10;68;14;137;12;68;4;45
Gladsaxe;212;165;1;Snogebakken;3;4;3;4;5;6;4;6
København;2120;22;2;Korsager Allé;1;67;0;60;4;53;1;38
København;2121;22;2;Husumvej;57;91;29;104;43;102;36;67
København;2121;350S;2;Husumvej;194;517;165;558;113;277;49;136
København;2121;5C;2;Husumvej;163;676;163;696;185;800;124;525
København;2122;132;1;Husum Torv;51;71;118;66;64;62;66;44
København;2122;22;2;Husum Torv;21;94;21;99;20;97;20;70
København;2123;22;2;Gadelandet;4;13;2;11;2;11;0;8
Ballerup;2126;164;1;Parkvej;;;;;24;1;32;1
Ballerup;2126;42;1;Parkvej;30;10;18;1;;;;
Ballerup;2127;400;2;Ballerup Rådhus;3;2;1;2;4;0;2;0
Ballerup;2127;400S;2;Ballerup Rådhus;43;33;47;32;32;36;16;19
Gladsaxe;213;165;1;Løvfrøvej;3;5;2;4;4;8;2;4
Ballerup;2132;350S;1;Ballerup, Borupvang;185;68;222;88;252;139;93;25
Ballerup;2132;40E;2;Ballerup, Borupvang;207;180;183;174;167;227;78;57
Ballerup;2132;55E;2;Ballerup, Borupvang;61;44;89;69;72;36;36;28
Ballerup;2134;350S;1;DTU Ballerup Campus;232;96;235;158;289;148;87;30
Ballerup;2137;350S;1;Torvevej;119;27;131;32;125;29;57;7
Herlev;2139;350S;1;Virkeholm;135;53;153;59;194;56;75;26
Gladsaxe;214;164;1;HF 4. Juli 1917;;;;;12;7;12;7
Gladsaxe;214;165;1;HF 4. Juli 1917;8;10;3;5;6;7;3;5
Gladsaxe;214;42;1;HF 4. Juli 1917;24;7;37;4;;;;
Herlev;2140;155;1;Marielundvej;1;1;0;0;3;0;5;0
Herlev;2140;350S;1;Marielundvej;145;30;135;44;69;35;28;7
Herlev;2141;155;1;Herlev Bygade;3;0;0;0;0;2;3;0
Herlev;2141;167;1;Herlev Bygade;25;17;24;20;15;26;5;15
Herlev;2141;168;1;Herlev Bygade;6;11;4;20;14;21;4;15
Herlev;2142;167;1;Herlev st.;305;336;296;296;266;366;195;261
Herlev;2142;168;1;Herlev st.;289;230;295;254;378;368;183;151
Herlev;2143;350S;1;Elverhøjen;354;104;363;72;209;99;104;23
Herlev;2143;5C;1;Elverhøjen;224;36;249;38;306;40;178;22
København;2146;350S;1;Åfløjen;354;117;366;67;234;73;99;29
København;2146;5C;1;Åfløjen;223;41;269;40;389;35;217;26
København;2148;350S;1;Husum Torv;674;306;721;318;320;260;140;125
København;2148;5C;1;Husum Torv;420;165;468;170;501;199;278;143
København;2149;250S;2;Bellahøj;;;;;207;57;107;28
København;2149;350S;1;Bellahøj;536;234;581;276;254;134;116;70
København;2149;5C;1;Bellahøj;762;286;850;296;781;287;462;163
Gladsaxe;215;164;1;Egegården;;;;;27;9;25;3
Gladsaxe;215;165;1;Egegården;9;19;6;23;10;11;5;13
Gladsaxe;215;42;1;Egegården;38;14;29;14;;;;
København;2150;250S;2;Hulgårds Plads;;;;;261;62;141;28
København;2150;350S;1;Hulgårds Plads;846;399;862;471;375;223;125;120
København;2150;5C;1;Hulgårds Plads;1110;491;1308;530;1296;537;784;342
København;2151;350S;1;Nørrebro st.;1389;1211;1363;1229;410;914;134;415
København;2151;5C;1;Nørrebro st.;2223;1739;2368;1863;2067;2868;951;1504
København;2152;350S;1;Nørrebros Runddel;714;639;838;726;204;271;78;138
København;2152;5C;1;Nørrebros Runddel;1072;888;1072;966;776;710;389;359
København;2157;350S;2;Nørre Farimagsgade;305;50;292;75;155;4;69;4
København;2157;5C;2;Nørre Farimagsgade;533;145;578;161;606;211;275;94
København;2159;350S;2;Nørrebros Runddel;592;714;650;736;322;231;153;87
København;2159;5C;2;Nørrebros Runddel;796;1161;801;1125;677;899;402;439
Gladsaxe;216;160;1;Gladsaxe Skole;;;;;0;3;0;3
Gladsaxe;216;161;1;Gladsaxe Skole;10;27;13;23;;;;
Gladsaxe;216;164;1;Gladsaxe Skole;;;;;20;11;22;2
Gladsaxe;216;165;1;Gladsaxe Skole;16;7;2;11;7;15;7;8
Gladsaxe;216;42;1;Gladsaxe Skole;42;4;74;13;;;;
Gladsaxe;216;68;2;Gladsaxe Skole;;;;;52;15;2;5
København;2160;5C;2;Nørrebro st.;1889;2249;1870;2261;2992;2001;1809;1222
København;2160;66;2;Nørrebro st.;177;236;403;463;;;;
København;2161;250S;1;Hulgårds Plads;;;;;83;169;47;107
København;2161;350S;2;Hulgårds Plads;415;862;391;890;263;387;145;159
København;2161;5C;2;Hulgårds Plads;484;1026;479;992;539;1214;343;724
København;2162;350S;2;Bellahøj;215;511;248;592;122;261;68;109
København;2162;5C;2;Bellahøj;281;785;355;816;293;884;202;512
København;2164;350S;2;Åfløjen;75;411;121;450;63;235;49;115
København;2164;5C;2;Åfløjen;46;249;49;271;58;338;32;217
#I/T;2167;350S;1;Herlev st.;288;4;261;0;;;;
#I/T;2167;350S;2;Herlev st.;6;318;4;321;;;;
Herlev;2168;155;2;Herlev Bygade;3;1;0;2;1;1;1;0
Herlev;2168;167;1;Herlev Bygade;23;17;47;15;19;12;10;12
Herlev;2169;350S;2;Marielundvej;48;115;35;96;22;100;12;61
Gladsaxe;217;160;1;Gladsaxe Kirke;;;;;0;0;0;0
Gladsaxe;217;161;1;Gladsaxe Kirke;8;21;9;26;;;;
Gladsaxe;217;164;1;Gladsaxe Kirke;;;;;24;25;20;18
Gladsaxe;217;165;1;Gladsaxe Kirke;3;21;1;20;5;15;3;15
Gladsaxe;217;42;1;Gladsaxe Kirke;69;17;67;20;;;;
Gladsaxe;217;68;2;Gladsaxe Kirke;;;;;13;1;1;3
Herlev;2170;350S;2;Virkeholm;50;214;44;189;57;205;22;94
Ballerup;2172;350S;2;Torvevej;65;146;34;126;27;117;13;56
Ballerup;2175;350S;2;DTU Ballerup Campus;177;394;157;295;188;240;61;147
Ballerup;2177;350S;2;Ballerup, Borupvang;96;197;88;199;141;241;38;123
Ballerup;2177;40E;1;Ballerup, Borupvang;170;156;184;153;195;143;69;52
Ballerup;2177;55E;1;Ballerup, Borupvang;33;82;39;76;40;85;20;25
Ballerup;2181;400;1;Ring 4;7;2;16;4;14;1;9;0
Ballerup;2181;400S;1;Ring 4;53;31;56;42;57;49;29;19
Ballerup;2182;164;2;Ballerup Rådhus;;;;;4;24;4;21
Ballerup;2182;400;1;Ballerup Rådhus;3;3;2;7;3;1;1;2
Ballerup;2182;400S;1;Ballerup Rådhus;33;51;43;38;44;40;23;27
Ballerup;2182;42;2;Ballerup Rådhus;3;9;7;33;;;;
Ballerup;2182;500S;1;Ballerup Rådhus;33;36;26;57;28;54;18;28
Ballerup;2183;164;2;Parkvej;;;;;0;22;0;14
Ballerup;2183;42;2;Parkvej;0;20;0;25;;;;
København;2187;12;2;Florensvej;2;13;1;10;;;;
København;2187;2A;1;Florensvej;15;42;13;70;;;;
København;2187;31;1;Florensvej;;;;;28;44;6;17
København;2188;12;2;Italiensvej, Hospitalet;1;16;3;19;;;;
København;2188;2A;1;Italiensvej, Hospitalet;26;141;18;145;;;;
København;2188;31;1;Italiensvej, Hospitalet;;;;;37;138;10;75
København;2189;12;2;Samosvej;3;8;2;11;;;;
København;2189;2A;1;Samosvej;12;111;17;94;;;;
København;2189;31;1;Samosvej;;;;;5;80;6;37
Gladsaxe;219;166;1;Sydmarken;18;10;28;1;30;11;28;6
Gladsaxe;219;200S;1;Sydmarken;109;19;117;15;102;37;55;12
Gladsaxe;219;250S;2;Sydmarken;;;;;197;8;90;8
København;2190;12;2;Ceylonvej;1;7;2;18;;;;
København;2190;2A;1;Ceylonvej;6;110;8;103;;;;
København;2190;31;1;Ceylonvej;;;;;6;92;5;51
Gentofte;2193;176;1;Lille Fredensvej;8;2;9;2;;;;
Gentofte;2193;179;1;Lille Fredensvej;;;;;4;25;0;2
Gentofte;2194;176;2;Lille Fredensvej;3;9;3;9;;;;
Gentofte;2194;179;2;Lille Fredensvej;;;;;13;8;10;20
Gentofte;2195;176;2;Egebjerg Plejehjem;21;30;22;31;13;16;3;9
Gentofte;2195;192;2;Egebjerg Plejehjem;45;30;49;22;43;44;31;33
Gentofte;2196;176;1;Egebjerg Plejehjem;10;11;11;13;14;13;8;8
Gentofte;2196;192;1;Egebjerg Plejehjem;26;33;31;39;35;36;32;16
Hvidovre;2197;132;2;Arnold Nielsens Boulevard;74;82;92;73;79;53;49;32
Hvidovre;2197;133;1;Arnold Nielsens Boulevard;41;21;54;18;50;22;15;28
Hvidovre;2197;200S;1;Arnold Nielsens Boulevard;123;91;155;52;77;70;83;48
Gentofte;2198;176;2;Herredsvej;4;2;4;2;2;6;3;4
Gentofte;2199;176;1;Herredsvej;4;0;4;0;3;5;5;5
Herlev;22;155;1;Herlev st.;38;10;41;6;48;8;40;12
Herlev;22;155;2;Herlev st.;27;24;9;13;15;17;19;19
Gladsaxe;220;166;1;Mørkhøj;0;0;0;3;6;2;8;5
Gladsaxe;220;250S;2;Mørkhøj;;;;;186;20;91;11
Lyngby-Taarbæk;2200;300S;2;Lyngby st.;;;;;;;86;199
Lyngby-Taarbæk;2200;400;1;Lyngby st.;104;0;90;0;92;0;22;0
Lyngby-Taarbæk;2200;400;2;Lyngby st.;0;23;0;23;1;34;1;5
Lyngby-Taarbæk;2200;400S;1;Lyngby st.;904;1;952;1;754;2;249;1
Lyngby-Taarbæk;2200;400S;2;Lyngby st.;0;268;0;318;0;180;0;96
Lyngby-Taarbæk;2200;94N;1;Lyngby st.;3;0;9;0;11;0;4;0
#I/T;2204;14;2;Krystalgade;28;101;48;96;;;;
#I/T;2211;14;1;Stormbroen, Nationalmuseet;73;70;101;63;;;;
København;2219;5C;1;Husum Torv, Sløjfen;517;0;512;0;529;4;317;5
København;2219;5C;2;Husum Torv, Sløjfen;2;719;3;678;1;760;3;506
Rødovre;2225;13;2;Birkmosevej;18;22;21;23;;;;
Rødovre;2225;132;1;Birkmosevej;6;5;1;1;8;28;7;11
Rødovre;2225;132;2;Birkmosevej;4;2;23;15;;;;
Rødovre;2225;9A;2;Birkmosevej;;;;;20;70;14;53
Rødovre;2227;12;1;Slotsherrensvej;0;29;0;24;0;17;1;10
Rødovre;2228;12;1;Islev Torv;2;27;1;28;1;20;0;13
Rødovre;2229;12;1;Koldbyvej;2;19;1;15;1;11;0;5
København;223;250S;2;Mellemvangen;119;58;106;54;119;32;47;13
Rødovre;2230;12;1;Islev, Viemosevej;0;44;2;52;1;34;0;27
Rødovre;2230;12;2;Islev, Viemosevej;49;0;52;0;42;1;35;0
Rødovre;2232;12;2;Koldbyvej;15;2;13;0;13;0;6;0
Rødovre;2233;12;2;Islev Torv;49;0;41;0;33;1;12;2
Rødovre;2234;132;1;Rødovre Centrum;239;99;254;130;;;;
Rødovre;2234;132;2;Rødovre Centrum;143;145;133;167;220;128;106;92
Rødovre;2234;9A;1;Rødovre Centrum;;;;;684;348;326;160
Rødovre;2235;13;1;Birkmosevej;26;7;23;10;;;;
Rødovre;2235;132;1;Birkmosevej;13;2;10;4;;;;
Rødovre;2235;132;2;Birkmosevej;9;5;11;1;15;7;8;3
Rødovre;2235;9A;1;Birkmosevej;;;;;66;15;41;13
Gladsaxe;2239;400;1;Amundsensvej;6;8;2;6;0;6;0;2
København;225;250S;2;Bellahøj;272;202;248;205;;;;
København;225;68;2;Bellahøj;37;62;39;67;158;100;50;21
Lyngby-Taarbæk;2251;400;2;Amundsensvej;0;3;4;1;0;2;2;0
Gladsaxe;2256;160;1;Gladsaxe Trafikplads;4;5;3;3;;;;
Gladsaxe;2256;250S;1;Gladsaxe Trafikplads;;;;;1;102;0;88
Gladsaxe;2256;250S;2;Gladsaxe Trafikplads;;;;;98;0;63;2
Gladsaxe;2257;300S;1;Gladsaxe Trafikplads;245;303;230;312;244;217;168;130
Gladsaxe;2257;30E;1;Gladsaxe Trafikplads;104;102;100;155;68;68;50;51
Gladsaxe;2258;300S;2;Gladsaxe Trafikplads;262;249;299;220;202;206;126;140
Gladsaxe;2258;30E;2;Gladsaxe Trafikplads;150;124;166;138;115;107;59;76
Herlev;2259;155;1;Ringvejsbroen;22;1;32;3;27;1;23;0
Herlev;2259;161;1;Ringvejsbroen;23;4;22;8;23;2;12;1
Herlev;2259;300S;1;Ringvejsbroen;214;518;216;477;245;465;153;313
Herlev;2259;30E;1;Ringvejsbroen;93;226;110;193;88;167;52;97
København;226;68;2;Hulgårdsvej;63;14;64;22;218;23;52;8
Herlev;2260;155;2;Ringvejsbroen;0;52;0;54;0;53;0;54
Herlev;2260;161;2;Ringvejsbroen;10;32;16;33;3;43;2;23
Herlev;2260;300S;2;Ringvejsbroen;552;297;550;264;471;264;260;123
Herlev;2260;30E;2;Ringvejsbroen;281;92;312;115;159;102;109;55
Glostrup;2261;123;1;Glostrup st.;;;;;3;500;1;290
Glostrup;2261;123;2;Glostrup st.;;;;;464;1;310;3
Glostrup;2261;141;1;Glostrup st.;456;0;571;0;;;;
Glostrup;2261;141;2;Glostrup st.;0;447;0;599;;;;
