Kommune;Stopnr;Linje;Retn.;Stopnavn;På_201902;Af_201902;På_201903;Af_201903;På_202002;Af_202002;På_202003;Af_202003
Lejre;4250;231;2;Borrevejle Skov;0;0;1;0;0;0;1;0
Gribskov;42502;361;2;Ellegårdsvej;0;0;0;0;0;0;0;2
Gribskov;42503;361;1;Ellegårdsvej;0;0;0;0;1;0;6;0
Hillerød;42504;305;1;Biogen Allé;7;14;12;22;1;9;2;7
Hillerød;42505;305;1;Biogen Allé;8;6;6;11;14;13;11;5
Gribskov;42507;361;2;Avlegårdsvej;0;5;0;2;0;0;0;0
Gribskov;42508;361;1;Avlegårdsvej;0;0;0;0;1;0;6;0
Gribskov;42509;360R;2;Degnelodden;0;2;1;1;0;8;1;3
Gribskov;42509;361;2;Degnelodden;0;0;0;0;0;0;1;0
Lejre;4251;231;2;Bomgård;0;0;0;0;0;0;0;0
Gribskov;42510;360R;1;Degnelodden;2;0;0;1;2;2;0;0
Gribskov;42510;361;1;Degnelodden;0;0;1;0;1;0;0;0
Gribskov;42511;360R;2;Kurrebrovej;0;1;1;2;0;0;0;0
Gribskov;42511;361;2;Kurrebrovej;0;0;0;0;0;0;0;0
Gribskov;42512;360R;1;Kurrebrovej;2;0;1;0;2;2;0;0
Gribskov;42512;361;1;Kurrebrovej;0;0;2;0;0;0;7;0
Gribskov;42513;360R;2;Bukkarvej;4;0;2;1;0;0;1;3
Gribskov;42513;361;2;Bukkarvej;1;0;0;0;0;0;3;0
Gribskov;42514;360R;1;Bukkarvej;0;0;0;2;1;1;1;0
Gribskov;42514;361;1;Bukkarvej;1;0;0;0;1;0;0;0
København;42515;18;2;Sundbyvester Plads;;;;;84;275;51;160
København;42515;4A;1;Sundbyvester Plads;90;330;103;404;;;;
Lejre;4252;231;2;Egegård;0;0;0;0;0;0;0;0
Tårnby;42520;5C;2;Københavns Lufthavn;242;1;290;1;215;1;133;0
#I/T;42527;12;2;Lergravsparken st.;1;14;3;15;;;;
Lejre;4253;231;2;Landevejen;0;10;0;7;0;5;0;2
Lyngby-Taarbæk;42531;182;1;Lyngby st.;1;217;1;293;2;279;1;110
Lyngby-Taarbæk;42531;183;1;Lyngby st.;4;226;0;235;3;192;1;72
Lyngby-Taarbæk;42531;190;2;Lyngby st.;0;75;0;101;1;54;0;37
Lyngby-Taarbæk;42531;300S;1;Lyngby st.;4;150;12;136;35;95;0;39
Lyngby-Taarbæk;42531;400;2;Lyngby st.;0;24;1;13;0;2;0;5
Lyngby-Taarbæk;42531;400S;2;Lyngby st.;8;635;6;611;9;567;0;174
Lejre;4254;231;2;Magnolievej;0;0;0;1;0;1;2;1
Lejre;4255;231;2;Kirke Såby Kirke;17;29;11;10;7;9;7;16
Lejre;4256;219;1;Omøvej;2;0;1;0;0;0;0;0
Lejre;4257;219;1;Bjergskovvej;2;0;1;1;0;0;0;0
Lejre;4258;219;1;Spurvevej;0;0;4;0;0;0;0;0
Lejre;4259;219;1;Nørre Hvalsø;1;2;3;4;2;1;8;1
Hvidovre;426;1A;2;Hvidovre Hospital;69;232;68;240;70;229;44;163
Hvidovre;426;200S;2;Hvidovre Hospital;154;128;196;112;230;144;85;73
Hvidovre;426;22;1;Hvidovre Hospital;33;62;59;82;45;138;24;97
Lejre;4260;215;2;Rådhuset i Hvalsø;2;4;1;7;1;2;2;2
Lejre;4260;219;1;Rådhuset i Hvalsø;3;1;2;6;1;4;1;10
Lejre;4260;511;2;Rådhuset i Hvalsø;0;0;0;0;0;0;0;0
Lejre;4261;215;2;Pileager;2;1;1;4;1;1;0;1
Lejre;4261;219;1;Pileager;6;0;6;0;0;3;0;6
Lejre;4261;511;2;Pileager;2;0;0;0;0;0;0;0
Lejre;4262;219;2;Gundstedgård;2;2;1;0;4;0;2;0
Lejre;4263;219;2;Nørre Hvalsø;0;3;0;1;4;2;0;0
Lejre;4267;231;1;Kirke Såby Kirke;7;0;21;0;4;0;4;0
Lejre;4268;231;1;Magnolievej;0;0;0;0;1;0;0;0
Lejre;4269;231;1;Egevej;0;0;0;0;0;0;0;0
Lejre;4270;231;1;Egegård;0;0;0;0;0;0;0;0
Lejre;4271;231;1;Bomgård;0;0;0;0;0;0;0;0
Lejre;4272;226;1;Borrevejle Skov;0;0;0;0;0;0;0;0
Lejre;4272;230R;1;Borrevejle Skov;3;1;1;1;0;0;1;0
Lejre;4272;231;1;Borrevejle Skov;0;0;0;1;0;0;0;1
Lejre;4274;226;1;Lindenborg;1;0;3;0;0;0;4;0
Lejre;4274;230R;1;Lindenborg;22;2;29;2;5;3;6;1
Lejre;4274;231;1;Lindenborg;0;0;3;0;3;0;3;0
Lejre;4275;93N;2;Vestvejen;;;;;;;0;0
Lejre;4276;207;2;Bausager;0;4;1;5;1;5;1;3
Lejre;4277;207;2;Nødager;0;5;1;7;1;4;1;4
Lejre;4278;207;1;Dalager;3;1;3;1;3;0;2;0
Lejre;4279;207;2;Gevninge Bygade;1;2;1;4;1;3;0;1
Hvidovre;428;1A;2;Oppegårdsvej;29;59;30;67;33;68;26;41
Hvidovre;428;200S;2;Oppegårdsvej;63;30;62;37;32;15;49;28
Hvidovre;428;22;1;Oppegårdsvej;18;16;16;39;22;18;11;14
Lejre;4280;226;1;Gevninge, Brugsen;3;0;3;1;1;1;3;0
Lejre;4280;230R;1;Gevninge, Brugsen;46;4;49;6;50;5;27;4
Lejre;4280;231;1;Gevninge, Brugsen;0;0;13;6;6;2;3;1
Roskilde;4282;226;1;Åbrinken;0;0;0;0;0;0;0;0
Roskilde;4282;230R;1;Åbrinken;3;0;3;0;2;0;4;0
Roskilde;4282;231;1;Åbrinken;0;0;0;0;0;0;0;0
Roskilde;4283;226;1;Lyngageren;0;0;0;0;0;0;0;0
Roskilde;4283;230R;1;Lyngageren;0;1;1;2;3;1;0;1
Roskilde;4283;231;1;Lyngageren;0;0;0;1;0;1;0;1
Roskilde;4284;226;1;Svogerslev;0;0;0;1;0;0;1;1
Roskilde;4284;230R;1;Svogerslev;15;6;27;8;15;5;6;6
Roskilde;4284;231;1;Svogerslev;0;0;0;0;2;0;1;0
Roskilde;4285;201A;1;Gyldenkærnevej;37;0;46;2;45;0;24;0
Roskilde;4285;226;1;Gyldenkærnevej;1;0;0;0;0;0;0;0
Roskilde;4285;231;1;Gyldenkærnevej;0;0;1;0;0;0;0;0
Roskilde;4286;201A;1;Katedralskolen;178;45;230;41;150;15;116;17
Roskilde;4286;226;1;Katedralskolen;18;3;15;6;28;2;0;3
Roskilde;4286;230R;1;Katedralskolen;99;61;162;98;169;71;26;34
Roskilde;4286;231;1;Katedralskolen;0;6;4;24;2;8;2;2
Hvidovre;429;22;1;Hvidovre Hosp. Kollegiet;4;26;6;21;1;30;1;18
Roskilde;4290;201A;1;Skovbovængets Allé;88;24;104;40;123;42;54;17
Roskilde;4290;226;1;Skovbovængets Allé;7;6;8;7;0;7;2;3
Roskilde;4290;230R;1;Skovbovængets Allé;27;44;33;58;26;61;13;17
Roskilde;4290;231;1;Skovbovængets Allé;3;6;6;1;5;2;2;0
Roskilde;4290;240;1;Skovbovængets Allé;15;25;20;26;39;20;15;10
Lejre;4294;215;2;Hvalsø st.;0;16;0;10;0;25;0;23
Lejre;4294;219;1;Hvalsø st.;0;11;0;11;0;8;0;14
Lejre;4294;219;2;Hvalsø st.;143;0;129;0;140;0;82;0
Lejre;4295;226;2;Kornerup;0;0;0;0;0;1;0;1
Lejre;4295;230R;2;Kornerup;0;9;0;7;0;7;0;3
Lejre;4295;231;2;Kornerup;0;0;0;0;0;0;0;1
Lejre;4295;93N;2;Kornerup;;;;;;;0;0
Lejre;4296;226;1;Kornerup;1;1;0;0;1;0;0;0
Lejre;4296;230R;1;Kornerup;12;0;8;1;4;1;6;0
Lejre;4296;231;1;Kornerup;0;0;4;0;0;0;0;0
Roskilde;4298;240;2;Store Møllevænge;2;9;0;7;4;26;0;5
Roskilde;4299;240;2;Ejboparken;6;42;11;53;8;58;6;31
Brøndby;43;300S;1;Vallensbækvej;30;96;30;93;26;55;14;63
Brøndby;43;30E;1;Vallensbækvej;32;55;20;44;16;32;16;18
Brøndby;430;200S;2;Park Allé;20;12;34;23;38;25;14;6
Roskilde;4300;240;2;Ledreborg Allé;0;4;1;1;1;18;1;4
Høje-Taastrup;43003;120;1;Høje Taastrup st.;116;0;159;1;109;0;41;0
Lejre;4301;240;2;Gammelgårdsvej;1;8;0;6;1;21;0;9
Lejre;4302;240;2;Glimvej;0;4;1;5;0;8;0;7
Lejre;4303;240;2;Langvad, Produktionsskolen Kohinoor;0;85;1;92;0;29;2;21
Lejre;4304;240;2;Øm;2;47;1;46;0;23;2;41
Lejre;4305;240;2;Højbyvej;0;1;0;3;0;2;0;0
Lejre;4306;240;2;Rorup;0;3;1;2;0;2;0;0
Lejre;4307;240;2;Lavringemose;0;1;0;0;0;1;0;0
Lejre;4308;215;2;Osted Friskole;4;10;2;3;1;4;1;2
Lejre;4308;240;2;Osted Friskole;4;20;4;27;3;27;11;12
Lejre;4309;215;2;Byvejen;0;9;5;4;2;5;0;2
Lejre;4309;240;2;Byvejen;1;19;0;23;2;28;2;12
Rødovre;431;200S;1;Rødovre st.;328;454;296;469;134;302;176;230
Rødovre;431;200S;2;Rødovre st.;530;320;541;296;402;250;225;147
Lejre;4310;215;2;Ostedhallen;9;7;9;5;4;7;1;3
Lejre;4310;240;2;Ostedhallen;8;17;13;17;5;18;6;13
Lejre;4311;215;2;Alfarvejen;8;1;1;1;0;1;0;0
Lejre;4311;240;2;Alfarvejen;0;2;0;4;0;1;0;3
Lejre;4312;215;2;Kirkebjerg;3;3;7;15;0;2;0;0
Lejre;4312;240;2;Kirkebjerg;0;1;0;7;3;40;0;1
Lejre;4313;215;2;Mannerupvej;1;2;0;1;0;3;0;0
Lejre;4313;240;2;Mannerupvej;0;12;0;12;0;4;1;3
Lejre;4314;215;2;Jonstrupvej;0;2;8;1;1;1;0;0
Lejre;4314;240;2;Jonstrupvej;0;1;0;3;1;3;3;1
Lejre;4315;215;2;Lindeskovvej;6;3;2;1;1;0;0;2
Lejre;4317;215;2;Ny Tolstrup;3;29;1;53;2;22;2;9
Rødovre;432;13;1;Roskildevej;;;;;21;18;9;18
Rødovre;432;161;2;Roskildevej;15;7;19;10;31;6;24;4
Rødovre;432;200S;2;Roskildevej;103;149;141;167;183;117;85;52
Rødovre;432;6A;2;Roskildevej;43;276;45;281;;;;
Rødovre;432;7A;2;Roskildevej;;;;;59;234;62;152
Rødovre;432;9A;1;Roskildevej;116;111;119;125;;;;
Lejre;4320;215;1;Avnstrup;5;2;16;8;17;10;11;7
Lejre;4320;215;2;Avnstrup;3;3;5;9;3;1;2;1
Lejre;4322;215;2;Særløse;4;10;2;4;5;10;3;3
Lejre;4323;215;2;Skov Hastrup;5;0;2;0;8;3;2;1
Lejre;4324;215;1;Kisserup;2;3;0;1;0;4;0;5
Lejre;4324;215;2;Kisserup;2;6;6;2;5;1;1;0
Lejre;4325;215;2;Kløvermarken;0;1;0;4;2;1;0;1
Lejre;4326;215;2;Elmevej;0;4;0;0;0;2;0;1
Lejre;4327;215;2;Hvalsø Skole;6;23;4;19;5;12;4;8
Lejre;4328;215;1;Hvalsø st.;26;0;35;0;40;0;38;0
Lejre;4328;215;2;Hvalsø st.;0;8;0;16;;;;
Lejre;4328;219;1;Hvalsø st.;0;134;0;167;0;146;1;128
Lejre;4329;215;1;Hvalsø Skole;19;1;6;14;14;5;13;0
Rødovre;433;13;1;Valhøjs Allé;;;;;12;13;10;11
Rødovre;433;161;2;Valhøjs Allé;16;8;23;13;16;14;15;10
Rødovre;433;6A;2;Valhøjs Allé;31;126;19;136;;;;
Rødovre;433;7A;2;Valhøjs Allé;;;;;48;134;30;118
Rødovre;433;9A;1;Valhøjs Allé;90;61;103;66;;;;
Lejre;4330;215;1;Elmevej;0;1;1;1;4;1;2;0
Lejre;4331;215;1;Kløvermarken;0;0;0;1;0;1;1;1
Lejre;4332;215;1;Skov Hastrup;0;3;0;2;0;4;0;4
Lejre;4333;215;1;Særløse;0;0;1;1;0;1;1;4
Lejre;4334;215;1;Vernersminde;1;0;1;0;0;0;0;0
Lejre;4335;215;1;Ny Tolstrup;45;7;51;5;19;4;13;2
Lejre;4336;215;1;Atterupvej, ved vandværk;11;13;7;3;3;5;3;1
Lejre;4337;215;1;Lindeskovvej;1;4;1;1;0;2;2;2
Lejre;4338;215;1;Jonstrupvej;1;3;1;3;2;6;1;3
Lejre;4338;240;1;Jonstrupvej;0;1;0;0;1;3;0;1
Lejre;4339;215;1;Mannerupvej;0;4;1;5;3;0;2;2
Lejre;4339;240;1;Mannerupvej;3;0;4;0;5;3;2;0
Rødovre;434;13;1;Rødager Allé;;;;;3;10;1;8
Rødovre;434;161;2;Rødager Allé;10;15;11;17;26;7;6;5
Rødovre;434;200S;2;Rødager Allé;60;48;79;93;58;72;39;28
Rødovre;434;6A;2;Rødager Allé;7;131;8;104;;;;
Rødovre;434;7A;2;Rødager Allé;;;;;16;116;6;82
Rødovre;434;9A;1;Rødager Allé;79;57;109;71;;;;
Lejre;4340;215;1;Kirkebjerg;3;1;0;0;0;0;0;0
Lejre;4340;240;1;Kirkebjerg;9;1;11;0;2;2;1;0
Lejre;4341;215;1;Alfarvejen;7;10;6;21;4;13;3;6
Lejre;4341;240;1;Alfarvejen;23;6;15;4;15;5;13;3
Lejre;4342;215;1;Ostedhallen;0;0;0;1;0;0;0;0
Lejre;4342;240;1;Ostedhallen;0;0;0;0;0;0;0;0
Lejre;4344;215;1;Byvejen;10;3;11;3;17;8;20;9
Lejre;4344;240;1;Byvejen;47;3;47;6;39;4;20;4
Lejre;4345;240;1;Osted Friskole;17;0;33;3;22;1;12;3
Lejre;4346;240;1;Rorup;12;1;20;1;4;4;5;4
Lejre;4347;240;1;Højbyvej;7;3;13;4;1;2;0;0
Lejre;4348;240;1;Øm;27;7;29;9;53;3;25;6
Lejre;4349;240;1;Langvad, Produktionsskolen Kohinoor;5;4;32;3;39;12;22;2
Rødovre;435;13;1;Rødovre Centrum;;;;;5;188;4;104
Rødovre;435;161;2;Rødovre Centrum;97;97;86;115;98;93;59;60
Rødovre;435;200S;2;Rødovre Centrum;422;508;425;424;634;590;265;214
Rødovre;435;6A;2;Rødovre Centrum;90;543;68;533;;;;
Rødovre;435;7A;2;Rødovre Centrum;;;;;67;566;56;329
Rødovre;435;9A;1;Rødovre Centrum;435;423;415;427;;;;
Lejre;4350;240;1;Glimvej;5;0;4;0;12;2;3;0
Lejre;4351;240;1;Gammelgårdsvej;9;3;10;4;15;1;11;0
Roskilde;4352;240;1;Ledreborg Allé;9;1;7;2;12;1;5;0
Roskilde;4353;240;1;Ejboparken;36;27;49;28;39;27;39;15
Roskilde;4354;240;1;Store Møllevænge;7;1;11;2;6;2;2;1
Lejre;43546;240;1;Lammestrupvej;7;0;7;0;0;0;1;0
Lejre;43547;240;2;Lammestrupvej;0;0;0;0;0;2;0;1
Lejre;4355;207;1;Lejre st.;15;43;13;41;19;44;19;35
Roskilde;4359;201A;1;Trekroner st.;1;214;0;208;0;252;1;169
Roskilde;4359;201A;2;Trekroner st.;222;0;257;2;243;2;164;1
Roskilde;4359;209;2;Trekroner st.;1;0;0;0;2;0;4;0
Rødovre;436;132;1;Egegårdsvej;;;;;6;3;7;3
Rødovre;436;161;2;Egegårdsvej;10;10;14;11;9;25;7;10
Rødovre;436;9A;1;Egegårdsvej;100;57;105;63;;;;
Roskilde;4360;209;2;Østre Ringvej;3;0;1;0;2;1;2;1
Roskilde;4360;220;2;Østre Ringvej;55;13;46;13;35;14;27;10
Roskilde;4362;209;2;Himmelev, Kragholm;1;0;0;0;1;0;3;0
Roskilde;4362;216;1;Himmelev, Kragholm;0;9;1;9;2;7;4;5
Roskilde;4362;358;1;Himmelev, Kragholm;3;10;3;14;3;4;0;3
Roskilde;4363;209;2;Himmelev, Egelund;0;1;0;6;1;1;0;1
Roskilde;4363;216;1;Himmelev, Egelund;10;13;11;12;6;12;2;19
Roskilde;4363;358;1;Himmelev, Egelund;11;17;15;22;8;37;2;8
Roskilde;4363;600S;2;Himmelev, Egelund;105;138;105;206;92;250;81;179
Roskilde;4364;209;2;Himmelev Gymnasium;0;0;0;0;0;0;0;0
Roskilde;4364;216;1;Himmelev Gymnasium;3;4;1;1;5;6;2;3
Roskilde;4364;358;1;Himmelev Gymnasium;2;6;3;3;3;4;0;2
Roskilde;4365;216;1;Himmelevgård;5;8;4;16;5;8;1;8
Roskilde;4365;358;1;Himmelevgård;4;6;6;12;1;8;1;3
Roskilde;4366;216;1;Himmelev Skovvej;1;2;4;3;3;7;1;2
Roskilde;4366;358;1;Himmelev Skovvej;0;2;1;3;0;5;0;2
Roskilde;4367;216;1;Terrasserne;2;12;2;7;1;10;0;3
Roskilde;4367;358;1;Terrasserne;1;13;1;16;0;8;0;5
Roskilde;4368;216;1;Koldekildevej;0;1;0;1;1;1;0;2
Roskilde;4369;216;1;Risø;6;28;1;34;6;48;5;21
Roskilde;4369;600S;2;Risø;38;125;36;152;36;141;13;45
Rødovre;437;132;1;Grøndalslund Kirke;;;;;0;4;0;3
Rødovre;437;161;2;Grøndalslund Kirke;5;4;3;4;4;8;2;4
Rødovre;437;9A;1;Grøndalslund Kirke;54;19;39;29;;;;
Roskilde;4373;217;2;Spraglehøjvej;0;0;0;0;0;0;0;1
Roskilde;4373;358;1;Spraglehøjvej;0;0;1;4;0;1;0;1
Rødovre;438;142;2;Tårnvej;11;11;16;20;14;38;7;22
Rødovre;438;161;2;Tårnvej;7;5;10;6;8;13;6;7
Roskilde;4384;217;1;Spraglehøjvej;0;0;0;0;0;0;0;0
Roskilde;4384;358;2;Spraglehøjvej;0;0;0;0;0;0;1;1
Roskilde;4389;216;2;Koldekildevej;2;1;2;0;4;1;1;0
Rødovre;439;142;2;HF Dano;12;8;0;20;0;13;4;12
Rødovre;439;161;2;HF Dano;2;4;2;3;2;6;1;5
Roskilde;4390;216;2;Terrasserne;10;5;14;6;12;1;9;1
Roskilde;4390;358;2;Terrasserne;13;1;12;3;6;3;4;2
Roskilde;4391;216;2;Himmelev Skovvej;3;2;3;2;2;1;3;1
Roskilde;4391;358;2;Himmelev Skovvej;6;1;7;2;5;1;3;0
Hillerød;43916;325;2;Rønnekrogen;2;8;5;8;3;11;1;10
Hillerød;43917;325;1;Rønnekrogen;4;7;4;4;9;7;9;3
Roskilde;4392;216;2;Himmelevgård;6;3;7;5;5;7;3;6
Roskilde;4392;358;2;Himmelevgård;13;12;16;16;10;2;13;3
København;43928;10;1;Brønshøj Torv;1;317;2;305;0;275;1;196
København;43928;10;2;Brønshøj Torv;271;2;261;2;164;1;87;1
København;43929;13;2;Brønshøjvej;80;14;91;22;;;;
København;43929;26;1;Brønshøjvej;;;;;93;13;56;7
Roskilde;4393;209;1;Himmelev Gymnasium;1;1;1;1;1;0;1;0
Roskilde;4393;216;2;Himmelev Gymnasium;2;4;2;4;3;3;1;4
Roskilde;4393;358;2;Himmelev Gymnasium;5;19;7;30;5;13;3;6
København;43930;13;2;Annebergvej;42;16;42;17;;;;
København;43930;26;1;Annebergvej;;;;;48;16;26;11
Roskilde;4394;209;1;Himmelev, Egelund;2;0;0;0;2;2;1;1
Roskilde;4394;216;2;Himmelev, Egelund;17;2;20;6;28;15;22;4
Roskilde;4394;358;2;Himmelev, Egelund;26;14;22;23;27;8;13;3
Roskilde;4394;600S;1;Himmelev, Egelund;229;111;226;103;232;150;100;51
Roskilde;4396;209;1;Præstemarksvej;2;3;0;1;2;2;0;1
Roskilde;4396;220;1;Præstemarksvej;14;22;23;20;9;20;5;13
Roskilde;4397;209;1;Østre Ringvej;0;2;1;1;1;0;0;0
Roskilde;4397;220;1;Østre Ringvej;8;22;13;27;10;16;4;22
Roskilde;4399;358;1;Kløvervej;1;7;1;5;1;2;0;1
Rødovre;440;142;2;Jyllingevej;1;37;5;26;4;35;5;25
Rødovre;440;161;2;Jyllingevej;4;12;3;16;5;20;6;17
Greve;4400;400;1;Hundige st.;1;9;1;4;0;13;1;10
Greve;4400;400;2;Hundige st.;25;0;33;0;21;0;15;0
Greve;4400;400S;1;Hundige st.;0;103;0;90;0;93;0;74
Greve;4400;400S;2;Hundige st.;113;0;119;0;94;1;79;0
Ishøj;4406;400;2;Tåstrup Valbyvej;2;6;5;7;1;5;1;2
Ishøj;4406;400S;2;Tåstrup Valbyvej;44;24;28;27;35;21;17;11
Høje-Taastrup;4407;117;1;Nyhøj Idrætspark;0;9;1;13;1;1;3;2
Høje-Taastrup;4408;117;1;Husmandsvej;10;9;3;30;5;23;4;15
Rødovre;441;142;2;Hvidsværmervej;1;28;4;16;3;23;1;15
Høje-Taastrup;4410;117;1;Rugkærgårdsvej;4;5;1;1;3;3;0;0
Høje-Taastrup;4410;127;1;Rugkærgårdsvej;1;1;1;0;3;5;0;1
Høje-Taastrup;4413;117;1;Taastrup Stationscenter Nord;44;9;80;12;39;6;26;4
Ballerup;4414;350S;1;Tempovej;48;15;32;41;35;83;23;12
Ballerup;4415;350S;1;Malmparken st.;205;69;231;77;296;85;73;38
Ballerup;4415;40E;2;Malmparken st.;430;155;423;154;485;142;172;72
Ballerup;4418;40E;2;Lautruphøj;33;118;34;124;34;144;16;55
Ballerup;4418;55E;2;Lautruphøj;48;108;53;105;66;100;39;51
Ballerup;4419;40E;2;Lautrupbjerg;52;219;48;202;72;289;34;98
Ballerup;4419;55E;2;Lautrupbjerg;42;197;19;218;31;186;13;121
Ballerup;4420;165;1;Nordbuen;7;37;5;42;;;;
Ballerup;4420;400;2;Nordbuen;2;1;1;1;2;3;2;1
Ballerup;4420;400S;2;Nordbuen;74;33;59;32;54;21;23;10
Furesø;4423;400;2;Åvej, Ring 4;9;1;1;3;1;4;0;1
Furesø;4423;400S;2;Åvej, Ring 4;43;37;45;34;44;24;22;18
Gladsaxe;4425;400;2;Langemosevej;0;0;0;0;0;0;0;0
Gladsaxe;4426;400;2;Haremosen;0;0;0;0;0;0;0;0
Rødovre;443;166;2;Krondalvej;0;12;3;8;19;10;10;8
Vallensbæk;44312;144;1;Firkløverparken;3;9;4;6;26;5;11;2
Gladsaxe;4432;400;2;Aldershvilevej;7;5;2;4;1;10;1;3
Gladsaxe;4432;400S;2;Aldershvilevej;86;53;92;56;59;55;41;21
Gladsaxe;4432;40E;2;Aldershvilevej;80;34;99;63;89;45;30;35
Brøndby;44327;13;1;Nygårds Plads, øst;18;5;15;8;12;14;10;7
Brøndby;44330;13;1;Brøndbyøster st., Nygårds Plads;154;135;163;171;117;163;75;97
Brøndby;44330;13;2;Brøndbyøster st., Nygårds Plads;249;188;273;181;236;99;166;77
Brøndby;44333;13;2;Nygårds Plads, vest;50;53;50;57;54;48;33;38
Gladsaxe;4435;400;1;Aldershvilevej;5;12;5;12;3;10;2;3
Gladsaxe;4435;400S;1;Aldershvilevej;54;98;54;102;34;90;26;39
Gladsaxe;4435;40E;1;Aldershvilevej;64;51;67;50;67;44;27;22
Rødovre;444;161;1;Islevdalvej;17;9;17;18;22;17;17;11
Rødovre;444;166;2;Islevdalvej;38;0;43;2;56;19;39;11
Gladsaxe;4440;400;1;Haremosen;0;0;0;0;0;3;0;0
Gladsaxe;4441;400;1;Langemosevej;0;3;0;1;0;1;0;0
Furesø;4443;400;1;Åvej, Ring 4;3;3;0;1;3;5;1;2
Furesø;4443;400S;1;Åvej, Ring 4;32;62;55;56;40;51;28;25
Ballerup;4448;40E;1;Lautruphøj;145;55;194;26;173;26;51;7
Ballerup;4448;55E;1;Lautruphøj;93;93;60;60;50;67;25;30
Rødovre;445;166;2;Islevgård Allé;10;3;13;1;44;7;25;7
Ballerup;4451;350S;2;Malmparken st.;70;255;38;230;32;303;28;108
Ballerup;4451;40E;1;Malmparken st.;138;453;122;446;93;525;61;168
Ballerup;4453;350S;2;Tempovej;23;53;14;34;27;45;13;35
Høje-Taastrup;4454;118;1;Borgerskolen;57;38;71;52;57;29;11;6
Høje-Taastrup;4454;127;2;Borgerskolen;33;6;34;7;20;12;21;7
Høje-Taastrup;4456;118;1;Rønnevang Kirke;28;14;18;18;30;20;6;6
Høje-Taastrup;4456;127;2;Rønnevang Kirke;10;22;2;20;5;20;5;9
Høje-Taastrup;4457;118;1;Husmandsvej;15;2;23;11;31;4;6;6
Høje-Taastrup;4457;127;2;Husmandsvej;2;5;1;7;0;5;0;4
Høje-Taastrup;4458;118;1;Nyhøj Idrætspark;1;1;1;0;1;2;0;6
Høje-Taastrup;4458;127;2;Nyhøj Idrætspark;1;2;0;4;0;0;2;0
Ishøj;4459;400;1;Tåstrup Valbyvej;0;4;0;2;0;2;0;1
Ishøj;4459;400S;1;Tåstrup Valbyvej;22;22;28;27;24;34;16;20
Rødovre;446;166;2;Madumvej;70;3;61;5;26;7;15;5
Stevns;44651;251;2;Æblevej;4;1;6;1;6;1;5;1
Stevns;44651;253;2;Æblevej;4;0;6;0;1;0;0;0
Rødovre;447;166;2;Guldsmedevej;20;5;19;3;20;5;20;8
Roskilde;4474;216;1;Dronning Margrethes Vej;5;1;6;3;12;1;4;0
Roskilde;4474;358;1;Dronning Margrethes Vej;17;1;16;2;5;1;4;0
Roskilde;4475;216;1;Dronning Sofies Vej;4;1;3;1;0;0;0;0
Roskilde;4475;358;1;Dronning Sofies Vej;5;3;6;5;1;0;1;0
Roskilde;4476;216;1;Vibevej;0;4;4;7;2;6;0;2
Roskilde;4476;358;1;Vibevej;2;6;2;8;1;6;1;2
Roskilde;4478;216;2;Vibevej;3;2;5;4;4;2;3;1
Roskilde;4478;358;2;Vibevej;3;3;3;5;2;3;2;1
Stevns;44780;251;1;St. Heddinge st.;1;5;3;4;3;6;2;9
Stevns;44787;252;2;Ræveholm;0;3;0;5;0;2;1;1
Stevns;44788;252;1;Ræveholm;9;1;3;1;5;1;4;3
Stevns;44788;255;1;Ræveholm;0;0;0;6;;;;
Stevns;44789;252;2;Rødvig, Stevns Friskole;4;6;19;7;11;8;23;6
Roskilde;4479;216;2;Dronning Sofies Vej;1;2;4;3;0;2;0;0
Roskilde;4479;358;2;Dronning Sofies Vej;1;8;1;11;1;4;0;0
Stevns;44790;252;1;Rødvig, Stevns Friskole;17;2;17;10;34;7;12;12
Stevns;44790;255;1;Rødvig, Stevns Friskole;0;4;0;0;;;;
Stevns;44791;252;2;Rødvig Strandvej;0;3;0;2;1;10;0;11
Stevns;44792;252;1;Rødvig Strandvej;0;2;0;0;2;3;4;0
Stevns;44792;255;1;Rødvig Strandvej;0;0;0;0;;;;
Stevns;44796;252;1;Langekærvej;0;1;0;1;0;1;0;8
Stevns;44796;255;1;Langekærvej;0;0;0;0;;;;
Rødovre;448;166;2;Slotsherrensvej;48;21;38;17;30;19;17;27
Rødovre;448;200S;2;Slotsherrensvej;63;153;71;149;47;192;25;85
Roskilde;4480;216;2;Dronning Margrethes Vej;0;1;0;3;0;7;0;2
Roskilde;4480;358;2;Dronning Margrethes Vej;0;6;0;10;0;3;0;2
#I/T;44804;251;1;Sigerslev;2;1;3;1;;;;
Stevns;44805;251;2;Sigerslev;2;2;2;3;;;;
Stevns;44805;251;1;Sigerslev;;;;;3;3;3;2
Stevns;44805;255;1;Sigerslev;0;0;0;0;;;;
Stevns;44806;251;2;Byenden;2;6;2;1;2;9;4;8
Stevns;44806;255;1;Byenden;0;4;0;0;;;;
Stevns;44807;251;1;Byenden;4;3;2;3;6;2;1;1
Stevns;44853;252;1;Navervej;5;0;1;2;3;7;5;2
Stevns;44853;255;1;Navervej;0;0;0;0;;;;
Stevns;44854;252;2;Navervej;0;0;0;0;2;0;0;0
#I/T;44862;34;1;Skelgård;0;0;0;0;;;;
#I/T;44864;34;2;Skelgård;0;0;0;0;;;;
